2.f) Rang lista nekretnina izgradenih 2020. godine koje se prodaju:
+----------------+------------+-------------------------------+-------------+--------------------+------------------+--------------------+------------------+------------------+-------------+----------------------------+-----------+---------------+---------+------+--------+--------+-------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------+---------------+
| Tip nekretnine | Tip ponude |            Lokacija           | Kvadaratura | Stanje nekretnine  | Godina izgradnje | Površina zemljišta |      Sprat       | Ukupna spratnost | Uknjiženost |        Tip grejanja        | Broj soba | Broj kupatila | Parking | Lift | Terasa | Balkon | Lodja |                                                                                 url                                                                                 |      Cena     |
|      Stan      |  Prodaja   |  Beograd, Uciteljsko naselje  |    80 m²    |    U izgradnji     |       2020       |                    |        3         |        3         |      Ne     |           Etažno           |     2     |       1       |    Da   |  Da  |   Da   |   Ne   |   Ne  |                          https://www.nekretnine.rs/stambeni-objekti/stanovi/uciteljsko-naselje-80m2-iii-eg-u-izgradnji-id70972/NkLb65ODEFA/                         |  115 000 EUR  |
|      Stan      |  Prodaja   |      Beograd, Crveni krst     |    55 m²    |    Novogradnja     |       2020       |                    | Visoko prizemlje |        4         |      Ne     |           Ostalo           |     2     |               |    Ne   |  Da  |   Da   |   Ne   |   Ne  |                                       https://www.nekretnine.rs/stambeni-objekti/stanovi/55m2-t-crveni-krst-stan/NkKyqc9cxUu/                                       |  113 500 EUR  |
|      Stan      |  Prodaja   |     Beograd, Kanarevo brdo    |    88 m²    |    Novogradnja     |       2020       |                    |        3         |        3         |      Da     |           Etažno           |     4     |       1       |    Da   |  Ne  |   Da   |   Ne   |   Ne  |                               https://www.nekretnine.rs/stambeni-objekti/stanovi/kanarevo-brdo-roze-luksemburg-752-id752/NkZAE99rboH/                               |  107 000 EUR  |
|      Stan      |  Prodaja   |        Novi Sad, Telep        |    73 m²    |    U izgradnji     |       2020       |                    |        3         |        3         |      Da     |             -              |     3     |               |    Ne   |  Da  |   Da   |   Ne   |   Ne  |                          https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-novi-sad-telep-kv-7300-eur-104930-id-1001232/NkXzqmd_77F/                          |  104 930 EUR  |
|      Stan      |  Prodaja   |        Beograd, Žarkovo       |    59 m²    |    Novogradnja     |       2020       |                    |        6         |        6         |      Ne     |           Ostalo           |     3     |               |    Ne   |  Da  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/59m2-t-zarkovo-stan/NkKVLwlN-PS/                                         |  100 300 EUR  |
|      Stan      |  Prodaja   |        Beograd, Ledine        |    94 m²    |    Novogradnja     |       2020       |                    |        2         |        2         |      Ne     |           Etažno           |     4     |       1       |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  |                               https://www.nekretnine.rs/stambeni-objekti/stanovi/ledine-40-eg-novogradnja-dupleks-id2064/Nk3Sp9Rvxl1/                               |  100 000 EUR  |
|      Stan      |  Prodaja   |       Beograd, Zvezdara       |    54 m²    |    Novogradnja     |       2020       |                    |        2         |        4         |      Da     |           Etažno           |     3     |       1       |    Da   |  Da  |   Da   |   Da   |   Ne  |                         https://www.nekretnine.rs/stambeni-objekti/stanovi/direktna-prodaja-stanova-stanovi-54m2-povracaj-pdv-a/NkxvNs_D7XI/                        |   99 000 EUR  |
|      Stan      |  Prodaja   |        Novi Sad, Telep        |    68 m²    |    U izgradnji     |       2020       |                    | Visoko prizemlje |        3         |      Da     |             -              |     3     |               |    Ne   |  Da  |   Ne   |   Ne   |   Ne  |                           https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-novi-sad-telep-kv-6800-eur-97490-id-1001176/Nk5OhFkktmY/                          |   97 490 EUR  |
|      Kuca      |  Prodaja   |         Beograd, Avala        |    240 m²   |    Novogradnja     |       2020       |         -          |                  |                  |      Ne     |           Ostalo           |     5     |               |    Da   |  Ne  |   Da   |   Ne   |   Ne  |                                    https://www.nekretnine.rs/stambeni-objekti/kuce/prodajemo-kucu-u-ralji-na-kosmaju/Nk6Zy2BJEJ2/                                   |   95 000 EUR  |
|      Stan      |  Prodaja   |        Beograd, Žarkovo       |    55 m²    |    Novogradnja     |       2020       |                    |        6         |        6         |      Ne     |           Ostalo           |     3     |               |    Ne   |  Da  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/55m2-t-zarkovo-stan/Nk7rynjduLX/                                         |   93 500 EUR  |
|      Stan      |  Prodaja   |   Petrovaradin, Stari majur   |    64 m²    |    Novogradnja     |       2020       |                    |        4         |        4         |      Da     |           Etažno           |     3     |       1       |    Ne   |  Da  |   Da   |   Ne   |   Ne  |                              https://www.nekretnine.rs/stambeni-objekti/stanovi/fenomenalan-trosoban-u-petrovaradinu-64m2/Nk03fJfyrMd/                              |   92 700 EUR  |
|      Stan      |  Prodaja   |     Novi Sad, Petrovaradin    |    64 m²    | Standardna gradnja |       2020       |                    |        4         |        4         |      Da     |           Etažno           |     3     |       1       |    Ne   |  Da  |   Da   |   Ne   |   Ne  |                                        https://www.nekretnine.rs/stambeni-objekti/stanovi/okolina-puna-zelenila/NkHqPulcDIf/                                        |   92 700 EUR  |
|      Stan      |  Prodaja   |        Beograd, Ledine        |    65 m²    |    Novogradnja     |       2020       |                    |        3         |        3         |      Da     |           Etažno           |     3     |       1       |    Da   |  Ne  |   Da   |   Ne   |   Ne  |                   https://www.nekretnine.rs/stambeni-objekti/stanovi/useljiv-nov-dvoiposoban-stan-kod-crkve-na-ledinama-oplenacka-14/Nk9MfIpU9DQ/                   |   91 500 EUR  |
|      Stan      |  Prodaja   |        Beograd, Ledine        |    65 m²    |    Novogradnja     |       2020       |                    |        3         |        3         |      Da     |           Etažno           |     3     |       1       |    Da   |  Ne  |   Da   |   Ne   |   Ne  |                   https://www.nekretnine.rs/stambeni-objekti/stanovi/useljiv-nov-dvoiposoban-stan-oplenacka-14-kod-crkve-na-ledinama/NkFmUBgPLqz/                   |   91 500 EUR  |
|      Stan      |  Prodaja   |       Beograd, Železnik       |    80 m²    |    Novogradnja     |       2020       |                    |        2         |        2         |      Ne     |           Etažno           |     3     |       1       |    Da   |  Ne  |   Da   |   Ne   |   Ne  |                   https://www.nekretnine.rs/stambeni-objekti/stanovi/zeleznik-svete-milutinovica-3o-80kv-t-odmah-useljiv-91000-id1852/Nk-IxGo9zI2/                  |   91 000 EUR  |
|      Stan      |  Prodaja   |        Novi Sad, Telep        |    57 m²    |    Novogradnja     |       2020       |                    |        1         |        3         |      Da     |       Klima, Etažno        |     3     |       1       |    Da   |  Da  |   Da   |   Ne   |   Ne  |                   https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-telep-nov-dvoiposoban-stan-sa-parking-mestom-id1000413/Nk_CLwefvCH/                   |   90 640 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    49 m²    |    Novogradnja     |       2020       |                    |        2         |        5         |      Da     |       Klima, Etažno        |     2     |       1       |    Da   |  Da  |   Da   |   Ne   |   Ne  |                               https://www.nekretnine.rs/stambeni-objekti/stanovi/nov-lux-apartman-na-zlatiboru-620-id620/NklgIE0vUQl/                               |   87 000 EUR  |
|      Stan      |  Prodaja   |  Beograd, Zemun (Cara Dušana) |    37 m²    | Standardna gradnja |       2020       |                    |    Prizemlje     |        4         |      Ne     |           Podno            |     2     |       1       |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  |                           https://www.nekretnine.rs/stambeni-objekti/stanovi/laze-jovanovica-porcija-cara-dusana-zemun-id2084/NkE5GBMLtZB/                          |   85 000 EUR  |
|      Stan      |  Prodaja   |        Beograd, Ledine        |    57 m²    |    Novogradnja     |       2020       |                    |        3         |        -         |      Da     |           Etažno           |     2     |       1       |    Da   |  Ne  |   Da   |   Ne   |   Ne  |           https://www.nekretnine.rs/stambeni-objekti/stanovi/lep-jednoiposoban-useljiv-stan-u-novogradnji-kod-crkve-na-ledinama-oplenacka-14/NkWdnsHy2L9/           |   79 300 EUR  |
|      Stan      |  Prodaja   |        Beograd, Ledine        |    57 m²    |    Novogradnja     |       2020       |                    |        3         |        3         |      Da     |           Etažno           |     2     |       1       |    Da   |  Ne  |   Da   |   Ne   |   Ne  |        https://www.nekretnine.rs/stambeni-objekti/stanovi/odmah-useljiv-lep-jednoiposoban-stan-u-novogradnji-kod-crkve-na-ledinama-oplenacka-14/NkepLWpc4lm/        |   79 300 EUR  |
|      Stan      |  Prodaja   |          Niš, Vrežina         |    80 m²    | Standardna gradnja |       2020       |                    |        1         |        1         |      Ne     |           Klima            |     3     |       2       |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  |                 https://www.nekretnine.rs/stambeni-objekti/stanovi/durlan-odlican-duplex-trosoban-parking-i-ogradeno-dvoriste-uknjizen/Nku1AvNucim/                 |   79 000 EUR  |
|      Stan      |  Prodaja   |   Novi Sad, Detelinara nova   |    38 m²    |    Novogradnja     |       2020       |                    |        1         |        4         |      Da     |         Centralno          |     2     |       1       |    Ne   |  Da  |   Da   |   Ne   |   Ne  |                                   https://www.nekretnine.rs/stambeni-objekti/stanovi/top-dvosoban-na-novoj-detelinari/Nkiyhr5o8t0/                                  |   77 250 EUR  |
|      Stan      |  Prodaja   |   Novi Sad, Detelinara nova   |    38 m²    |                    |       2020       |                    |        1         |        4         |      Da     |         Centralno          |     2     |       1       |    Ne   |  Da  |   Da   |   Ne   |   Ne  |                              https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-dvosoban-stan-na-novoj-detelinari/Nk128SjtCXZ/                              |   77 250 EUR  |
|      Stan      |  Prodaja   |        Beograd, Banjica       |    50 m²    |    Novogradnja     |       2020       |                    |        -         |        4         |      Ne     |           Etažno           |     2     |               |    Da   |  Ne  |   Ne   |   Ne   |   Ne  |                              https://www.nekretnine.rs/stambeni-objekti/stanovi/vozdovac-banjica-kolonija-20-50m2-75000eur/Nkv3uR0-jwr/                             |   75 000 EUR  |
|      Stan      |  Prodaja   |        Beograd, Altina        |    68 m²    |    Novogradnja     |       2020       |                    |        4         |        4         |      Ne     |           Etažno           |     4     |       1       |    Da   |  Ne  |   Da   |   Ne   |   Ne  |                              https://www.nekretnine.rs/stambeni-objekti/stanovi/ugrinovacki-put-26-deo-altina-zemun-id1033/NkKNmsEHscr/                             |   74 800 EUR  |
|      Stan      |  Prodaja   |        Beograd, Altina        |    68 m²    |    Novogradnja     |       2020       |                    |        4         |        4         |      Ne     |           Etažno           |     4     |       1       |    Da   |  Ne  |   Da   |   Ne   |   Ne  |                              https://www.nekretnine.rs/stambeni-objekti/stanovi/ugrinovacki-put-26-deo-altina-zemun-id1035/NkY8wKr71o5/                             |   74 800 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    32 m²    |    Novogradnja     |       2020       |                    |        3         |        5         |      Da     |       Podno, Etažno        |     1     |       1       |    Ne   |  Da  |   Da   |   Ne   |   Ne  | https://www.nekretnine.rs/stambeni-objekti/stanovi/hitna-prodaja-full-opremljen-studio-pored-nove-gondole-u-samom-centru-zlatibora-odlicna-investicija/Nk3t__xf6cJ/ |   74 000 EUR  |
|      Stan      |  Prodaja   |        Beograd, Altina        |    65 m²    |    Novogradnja     |       2020       |                    |        4         |        4         |      Ne     |           Etažno           |     4     |       1       |    Da   |  Ne  |   Da   |   Ne   |   Ne  |                                 https://www.nekretnine.rs/stambeni-objekti/stanovi/ugrinovacki-put-altina-zemun-id1029/Nk4mSlYXAZn/                                 |   71 500 EUR  |
|      Stan      |  Prodaja   |        Beograd, Altina        |    65 m²    |    Novogradnja     |       2020       |                    |        4         |        4         |      Ne     |           Etažno           |     4     |       1       |    Da   |  Ne  |   Da   |   Ne   |   Ne  |                                 https://www.nekretnine.rs/stambeni-objekti/stanovi/ugrinovacki-put-altina-zemun-id1038/NkeYXgTNP6g/                                 |   71 500 EUR  |
|      Stan      |  Prodaja   |       Beograd, Voždovac       |    55 m²    |    Novogradnja     |       2020       |                    |        -         |        5         |      Ne     |           Etažno           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                             https://www.nekretnine.rs/stambeni-objekti/stanovi/vozdovac-trosarina-beranska-15-55m2-71000eur/NkcLRHACWa0/                            |   71 000 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    52 m²    |    Novogradnja     |       2020       |                    |        3         |        3         |      Da     |           Etažno           |     -     |       1       |    Da   |  Ne  |   Ne   |   Ne   |   Ne  |                                https://www.nekretnine.rs/stambeni-objekti/stanovi/hitno-se-prodaje-apartman-na-zlatiboru/Nktu23I6pvh/                               |   70 000 EUR  |
|      Stan      |  Prodaja   |        Novi Sad, Telep        |    46 m²    |    U izgradnji     |       2020       |                    | Visoko prizemlje |        3         |      Da     |             -              |     3     |               |    Ne   |  Da  |   Ne   |   Ne   |   Ne  |                           https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-novi-sad-telep-kv-4600-eur-68790-id-1001178/NkAUTYjeVV4/                          |   68 790 EUR  |
|      Stan      |  Prodaja   |        Beograd, Ledine        |    42 m²    |    Novogradnja     |       2020       |                    |        2         |        3         |      Da     |           Etažno           |     2     |       1       |    Da   |  Ne  |   Da   |   Ne   |   Ne  |            https://www.nekretnine.rs/stambeni-objekti/stanovi/kvalitetan-odmah-useljiv-jednoiposoban-stan-kod-crkve-na-ledinama-oplenacka-12/NkiHIp1JrLD/           |   67 100 EUR  |
|      Stan      |  Prodaja   |        Beograd, Ledine        |    42 m²    |    Novogradnja     |       2020       |                    |        2         |        3         |      Da     |           Etažno           |     2     |       1       |    Da   |  Ne  |   Da   |   Ne   |   Ne  |      https://www.nekretnine.rs/stambeni-objekti/stanovi/komforan-odmah-useljiv-jednoiposoban-stan-u-novogradnji-kod-crkve-na-ledinama-oplenacka-12/NkM8UwYw-KS/     |   67 100 EUR  |
|      Stan      |  Prodaja   |        Beograd, Ledine        |    42 m²    |    Novogradnja     |       2020       |                    |        2         |        3         |      Da     |           Etažno           |     2     |       1       |    Da   |  Ne  |   Da   |   Ne   |   Ne  |            https://www.nekretnine.rs/stambeni-objekti/stanovi/kvalitetan-jednoiposoban-odmah-useljiv-stan-kod-crkve-na-ledinama-oplenacka-12/Nkw19emaeFy/           |   67 100 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    46 m²    |    Novogradnja     |       2020       |                    |        3         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/46m2-t-zlatibor-stan/NkXV9_4SvMO/                                        |   63 050 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    46 m²    |    Novogradnja     |       2020       |                    |        2         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/46m2-t-zlatibor-stan/NkorQS65g4D/                                        |   62 750 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    46 m²    |    Novogradnja     |       2020       |                    |        2         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/46m2-t-zlatibor-stan/Nk6YwqGQh1I/                                        |   62 300 EUR  |
|      Stan      |  Prodaja   |       Zlatibor, Palisad       |    33 m²    |    U izgradnji     |       2020       |                    |        0         |        0         |      Ne     |             -              |     0     |               |    Da   |  Da  |   Da   |   Da   |   Ne  |                            https://www.nekretnine.rs/stambeni-objekti/stanovi/titova-vila-apartmentsspa-zlatibor-kakav-ste-cekali/256295/                           |   62 218 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    46 m²    |    Novogradnja     |       2020       |                    |        3         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/46m2-t-zlatibor-stan/Nkq4lP9W5S1/                                        |   62 200 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    46 m²    |    Novogradnja     |       2020       |                    |        3         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/46m2-t-zlatibor-stan/Nkj1wk63vDL/                                        |   62 000 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    46 m²    |    Novogradnja     |       2020       |                    |        2         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/46m2-t-zlatibor-stan/NkLeWAqW_tQ/                                        |   61 950 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    46 m²    |    Novogradnja     |       2020       |                    |        2         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/46m2-t-zlatibor-stan/NkmO-nZTCaM/                                        |   61 950 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    46 m²    |    Novogradnja     |       2020       |                    |        2         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/46m2-t-zlatibor-stan/NkkY3po96EH/                                        |   61 950 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    46 m²    |    Novogradnja     |       2020       |                    |        1         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/46m2-t-zlatibor-stan/Nk4syRqxRmu/                                        |   61 900 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    45 m²    |    Novogradnja     |       2020       |                    |        3         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/45m2-t-zlatibor-stan/Nki0xyzT6Gd/                                        |   61 800 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    45 m²    |    Novogradnja     |       2020       |                    |        2         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/45m2-t-zlatibor-stan/NkaXiwKwqeY/                                        |   61 800 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    45 m²    |    Novogradnja     |       2020       |                    |        3         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/45m2-t-zlatibor-stan/NkZOedP1FGF/                                        |   61 800 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    45 m²    |    Novogradnja     |       2020       |                    |        2         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/45m2-t-zlatibor-stan/Nk1XQg0ju5T/                                        |   61 800 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    45 m²    |    Novogradnja     |       2020       |                    |        1         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/45m2-t-zlatibor-stan/NkV3sTkZeyT/                                        |   61 700 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    45 m²    |    Novogradnja     |       2020       |                    |    Prizemlje     |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/45m2-t-zlatibor-stan/NkAm6fsBVb1/                                        |   61 650 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    45 m²    |    Novogradnja     |       2020       |                    |    Prizemlje     |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/45m2-t-zlatibor-stan/NkoHtHEOXuo/                                        |   61 550 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    45 m²    | Standardna gradnja |       2020       |                    |    Prizemlje     |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/45m2-t-zlatibor-stan/Nk7KL0A9Lec/                                        |   61 550 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    45 m²    |    Novogradnja     |       2020       |                    |        1         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                        https://www.nekretnine.rs/stambeni-objekti/stanovi/45m2-t-zlatibor-stan/Nk9YJon9xz5v/                                        |   61 300 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    45 m²    |    Novogradnja     |       2020       |                    |    Prizemlje     |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/45m2-t-zlatibor-stan/Nk7aThQlQOW/                                        |   61 150 EUR  |
|      Stan      |  Prodaja   |       Beograd, Železnik       |    53 m²    |    Novogradnja     |       2020       |                    |        2         |        2         |      Ne     |           Etažno           |     2     |       1       |    Da   |  Ne  |   Da   |   Ne   |   Ne  |                          https://www.nekretnine.rs/stambeni-objekti/stanovi/zeleznik-svete-milutinovica-2o-53m2t-61000-id1854/NkuT6S43ih8/                          |   61 000 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    43 m²    |    Novogradnja     |       2020       |                    |    Prizemlje     |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  |                                          https://www.nekretnine.rs/stambeni-objekti/stanovi/43m2-zlatibor-stan/NkZ8XSysZYw/                                         |   58 000 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    42 m²    |    Novogradnja     |       2020       |                    |    Prizemlje     |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  |                                          https://www.nekretnine.rs/stambeni-objekti/stanovi/42m2-zlatibor-stan/Nkbo-JAZr-S/                                         |   57 600 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    42 m²    |    Novogradnja     |       2020       |                    |    Prizemlje     |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  |                                          https://www.nekretnine.rs/stambeni-objekti/stanovi/42m2-zlatibor-stan/NkJf4zRZMCW/                                         |   57 150 EUR  |
|      Stan      |  Prodaja   |       Beograd, Karaburma      |    43 m²    |    Novogradnja     |       2020       |                    |    Prizemlje     |        4         |      Ne     |       Klima, Ostalo        |     2     |       1       |    Ne   |  Da  |   Ne   |   Ne   |   Ne  |                               https://www.nekretnine.rs/stambeni-objekti/stanovi/karaburma-20s--25s-43m2-novogradnja-lux/NkydmRZlQT3/                               |   55 400 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    40 m²    |    Novogradnja     |       2020       |                    |        1         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/40m2-t-zlatibor-stan/Nko701NGmrP/                                        |   53 800 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    39 m²    |    Novogradnja     |       2020       |                    |        3         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/39m2-t-zlatibor-stan/NkIBZxiAOaU/                                        |   53 650 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    39 m²    |    Novogradnja     |       2020       |                    |        1         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/39m2-t-zlatibor-stan/NkcLb6r3cvh/                                        |   53 500 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    39 m²    |    Novogradnja     |       2020       |                    |        1         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/39m2-t-zlatibor-stan/NkH5QcSGixf/                                        |   53 450 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    39 m²    |    Novogradnja     |       2020       |                    |        3         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/39m2-t-zlatibor-stan/NkUdajbvIMl/                                        |   53 300 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    39 m²    |    Novogradnja     |       2020       |                    |        1         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/39m2-t-zlatibor-stan/NkkBYhzqH2x/                                        |   53 300 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    39 m²    |    Novogradnja     |       2020       |                    |        3         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/39m2-t-zlatibor-stan/NkPl7A4T1T0/                                        |   53 300 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    39 m²    |    Novogradnja     |       2020       |                    |        2         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/39m2-t-zlatibor-stan/NkWF7PXgiuc/                                        |   53 150 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    39 m²    |    Novogradnja     |       2020       |                    |        1         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/39m2-t-zlatibor-stan/NkaV3oykgwY/                                        |   53 100 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    39 m²    |    Novogradnja     |       2020       |                    |        3         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/39m2-t-zlatibor-stan/NkiNti0e5jA/                                        |   53 100 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    39 m²    |    Novogradnja     |       2020       |                    |        2         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/39m2-t-zlatibor-stan/NkVYvMMc6Kc/                                        |   53 050 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    39 m²    |    Novogradnja     |       2020       |                    |        3         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/39m2-t-zlatibor-stan/NkhCkBEQoke/                                        |   53 000 EUR  |
