2.g) Top 30 nekretnina koje imaju najveci broj soba unutar nekretnine:
+----------------+------------+------------------------------+-------------+--------------------+------------------+--------------------+-------+------------------+-------------+-------------------+-----------+---------------+---------+------+--------+--------+-------+------------------------------------------------------------------------------------------------------------------------+---------------+
| Tip nekretnine | Tip ponude |           Lokacija           | Kvadaratura | Stanje nekretnine  | Godina izgradnje | Površina zemljišta | Sprat | Ukupna spratnost | Uknjiženost |    Tip grejanja   | Broj soba | Broj kupatila | Parking | Lift | Terasa | Balkon | Lodja |                                                          url                                                           |      Cena     |
|      Kuca      |  Prodaja   |      Kikinda, Centar       |   1660 m²   | Završena izgradnja |                  |      5473 ar       |       |                  |      Ne     |     Centralno     |     10    |       4       |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  |                              https://www.nekretnine.rs/stambeni-objekti/kuce/kuca-u-kikindi-vila-repholz/Nkes1IjZWmw/                              |  250 000 EUR  |
|      Kuca      |  Prodaja   |     Beograd, Barajevo      |    252 m²   | Standardna gradnja |                  |      4351 ar       |       |                  |      Da     |       Etažno      |     -     |               |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  |                       https://www.nekretnine.rs/stambeni-objekti/kuce/barajevo-moderna-kuca-u-seoskom-ambijentu/NkvxYf2zfXq/                       |  105 000 EUR  |
|      Kuca      |  Prodaja   |            Kac             |    90 m²    |                    |                  |      4200 ar       |       |                  |      Ne     |         -         |     1     |       1       |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  |                   https://www.nekretnine.rs/stambeni-objekti/kuce/prizemna-uknjizena-kuca-kac-0212215500-0648033314/NkVwPjaup6H/                   |   82 400 EUR  |
|      Kuca      |  Prodaja   | Veternik, Veternicka rampa |    437 m²   |    Novogradnja     |                  |      3600 ar       |       |                  |      Da     |       Etažno      |     7     |       3       |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                         https://www.nekretnine.rs/stambeni-objekti/kuce/samo-kod-nas-u-ponudi--vrhunska-kuca-/NkNHizjmy0E/                         | 1 030 000 EUR |
|      Kuca      |  Prodaja   |     Novi Sad, Veternik     |    437 m²   |                    |                  |      3600 ar       |       |                  |      Da     |       Etažno      |     -     |               |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  |                                   https://www.nekretnine.rs/stambeni-objekti/kuce/fenomenalna-kuca/NkC9WNCLaSe/                                    | 1 030 000 EUR |
|      Kuca      |  Prodaja   |          Pecinci           |    100 m²   |   Izvorno stanje   |                  |      3500 ar       |       |                  |      Da     |       Ostalo      |     3     |       1       |    Da   |  Ne  |   Da   |   Da   |   Ne  |                          https://www.nekretnine.rs/stambeni-objekti/kuce/prodajem-uknjizenu-kucu-u-brestacu/NkXD5EMOTfq/                           |     1 EUR     |
|      Kuca      |  Prodaja   |     Novi Sad, Ledinci      |    60 m²    |                    |                  |      3113 ar       |       |                  |      Da     |         -         |     -     |               |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  |                                  https://www.nekretnine.rs/stambeni-objekti/kuce/odlicna-nekretnina/NkjMWPMwbwu/                                   |  233 400 EUR  |
|      Kuca      |  Prodaja   |       Novi Slankamen       |    91 m²    |                    |                  |      2957 ar       |       |                  |      Ne     |         -         |     -     |               |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  | https://www.nekretnine.rs/stambeni-objekti/kuce/kuca-pomocni-objekat-2-parcele-u-novom-slankamenu-2elektrjavna-prodaja-17012022godine/NkXk6jFewnz/ |   24 557 EUR  |
|      Kuca      |  Prodaja   | Sremski Karlovci, Banstol  |    150 m²   |                    |                  |      2843 ar       |       |                  |      Da     |         -         |     4     |               |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  |                              https://www.nekretnine.rs/stambeni-objekti/kuce/porodicna-kuca-na-banstolu/Nk5OU5wKAZr/                               |  515 000 EUR  |
|      Kuca      |  Prodaja   | Sremski Karlovci, Banstol  |    150 m²   |    Novogradnja     |                  |      2843 ar       |       |                  |      Da     |         -         |     7     |               |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  |                               https://www.nekretnine.rs/stambeni-objekti/kuce/odlicna-prilika--banstol/NkljsX07CrT/                                |  515 000 EUR  |
|      Kuca      |  Prodaja   | Sremska Kamenica, Popovica |    36 m²    |                    |                  |      2771 ar       |       |                  |      Da     |         -         |     -     |               |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  |                                    https://www.nekretnine.rs/stambeni-objekti/kuce/kvalitetna-kuca/Nk3jW1Qrjf_/                                    |   72 100 EUR  |
|      Kuca      |  Prodaja   |           Cenej            |    398 m²   |                    |                  |      2700 ar       |       |                  |      Ne     |         -         |     -     |               |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  |                                   https://www.nekretnine.rs/stambeni-objekti/kuce/dobra-investicija/NknJIx9r6UL/                                   |  155 000 EUR  |
|      Kuca      |  Prodaja   |            Irig            |    246 m²   |                    |                  |      2631 ar       |       |                  |      Da     |         -         |     -     |               |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  |                                          https://www.nekretnine.rs/stambeni-objekti/kuce/lux/Nk7u3XHT-yV/                                          |  602 550 EUR  |
|      Kuca      |  Prodaja   |       Beograd, Avala       |    32 m²    | Namenjeno rušenju  |                  |      2443 ar       |       |                  |      Da     |         -         |     2     |       1       |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  |                            https://www.nekretnine.rs/stambeni-objekti/kuce/avala-prnjavor-32m2-na-24-5-ara/NkyzbSxvinQ/                            |   23 500 EUR  |
|      Kuca      |  Prodaja   |       Beograd, Sopot       |    69 m²    |   Izvorno stanje   |                  |      2013 ar       |       |                  |      Da     |       TA pec      |     4     |       2       |    Da   |  Ne  |   Da   |   Ne   |   Ne  |           https://www.nekretnine.rs/stambeni-objekti/kuce/tresnja-kuca-150-m2-20-13-ari-placa-gradska-voda-uknjizeno-70000/NkevyS8lK35/            |   70 000 EUR  |
|      Kuca      |  Prodaja   |         Deliblato          |    247 m²   |    Novogradnja     |       2009       |      1853 ar       |       |                  |      Da     | Etažno, Centralno |     4     |       2       |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  |                       https://www.nekretnine.rs/stambeni-objekti/kuce/kuca-u-deliblatu-247m2-plac-1853ar-89000e/NkYIiYN6fYe/                       |   89 000 EUR  |
|      Kuca      |  Prodaja   |      Novi Sad, Adice       |    459 m²   |                    |                  |      1614 ar       |       |                  |      Ne     |         -         |     -     |               |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/kuce/adice/NkwARGXP2nI/                                         |  412 000 EUR  |
|      Kuca      |  Prodaja   |   Novi Sad, Petrovaradin   |    270 m²   | Završena izgradnja |                  |      1555 ar       |       |                  |      Da     |     Centralno     |     4     |       2       |    Da   |  Ne  |   Da   |   Ne   |   Ne  |                                  https://www.nekretnine.rs/stambeni-objekti/kuce/lux-vila-062584-746/NkhTxq8rU1O/                                  |  618 000 EUR  |
|      Kuca      |  Prodaja   |          Cerevic           |    73 m²    | Standardna gradnja |       1980       |      1537 ar       |       |                  |      Da     |         -         |     -     |       1       |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  |                                https://www.nekretnine.rs/stambeni-objekti/kuce/odlicna-kuca-u-cerevicu/Nk_yoaBVgZA/                                |   61 800 EUR  |
|      Kuca      |  Prodaja   |         Deliblato          |    105 m²   |   Izvorno stanje   |                  |      1455 ar       |       |                  |      Da     |         -         |     4     |       1       |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  |                 https://www.nekretnine.rs/stambeni-objekti/kuce/kuca-u-deliblatu-kod-kovina-105m2-plac-1455ar-21000e/NkajCA324cm/                  |   21 000 EUR  |
|      Kuca      |  Prodaja   |  Veternik, Milana Tepica   |    95 m²    |                    |                  |      1425 ar       |       |                  |      Da     |         -         |     -     |               |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  |                             https://www.nekretnine.rs/stambeni-objekti/kuce/cvrsta-kuca-sa-velikim-placem/Nk4KP2Gatj8/                             |  206 000 EUR  |
|      Kuca      |  Prodaja   |           Cenej            |    170 m²   |                    |                  |      1350 ar       |       |                  |      Da     |         -         |     -     |               |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  |                                       https://www.nekretnine.rs/stambeni-objekti/kuce/odlicna-/Nkvh-v6HvcG/                                        |  144 200 EUR  |
|      Kuca      |  Prodaja   |           Cenej            |    143 m²   |                    |                  |      1349 ar       |       |                  |      Da     |         -         |     -     |               |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  |                             https://www.nekretnine.rs/stambeni-objekti/kuce/dobra-baza-za-ozbiljnu-firmu/NkcMaPscm8a/                              |  110 000 EUR  |
|      Kuca      |  Prodaja   |     Novi Sad, Veternik     |    119 m²   |                    |                  |      1338 ar       |       |                  |      Da     |         -         |     -     |               |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  |                     https://www.nekretnine.rs/stambeni-objekti/kuce/novija-kuca-bez-ulaganja-na-odlicnoj-lokaciji/Nki7Bgym-NV/                     |  257 500 EUR  |
+----------------+------------+----------------------------+-------------+--------------------+------------------+--------------------+-------+------------------+-------------+-------------------+-----------+---------------+---------+------+--------+--------+-------+----------------------------------------------------------------------------------------------------------------------------------------------------+---------------+
